iteration,point_index,petal_length,petal_width,assigned_cluster,distance_to_center_0,distance_to_center_1,distance_to_center_2
2,90,4.4,1.2,1,1.6401219466856707,0.2238095238095239,3.089006312716114
2,91,4.6,1.4,1,1.3641153949761022,0.20141224745291933,3.34346526825089
2,92,4.0,1.2,1,1.9859642630354775,0.4583565238412628,2.711376034414998
2,93,3.3,1.0,1,2.703851107367194,1.1788191177918927,1.9866454137565663
2,94,4.2,1.3,1,1.7623694124518672,0.23522074352816147,2.9338643458755893
2,95,4.2,1.2,1,1.8102560667007914,0.3001511335108463,2.8994413254970346
2,96,4.2,1.3,1,1.7623694124518672,0.23522074352816147,2.9338643458755893
2,97,4.3,1.3,1,1.6740467234914405,0.15915023778160417,3.027401526061582
2,98,3.0,1.1,1,2.9445322668074567,1.4369595010680543,1.7591929968027953
2,99,4.1,1.3,1,1.85187997976636,0.32454398497883374,2.8407675019261953
2,100,6.0,2.5,0,0.457962585512977,1.9282598219750062,5.066947799217987
2,101,5.1,1.9,0,0.698453890989116,0.8466152429613533,3.9963433285942784
2,102,5.9,2.1,0,0.13254270092150713,1.6453673024861966,4.809694376984883
2,103,5.6,1.8,0,0.3483552085893803,1.257584698688886,4.420176467065541
2,104,5.8,2.2,0,0.10000000000000102,1.6007722059458669,4.7577683844424365
2,105,6.6,2.1,0,0.8324499822649857,2.3015719758657776,5.462266928666156
2,106,4.5,1.7,1,1.3308197026949506,0.29373658120554524,3.3680201899632367
2,107,6.3,1.8,0,0.6138051455932558,1.9368839083374139,5.081452548238544
2,108,5.8,1.8,0,0.3071226535511898,1.4496617793045437,4.607945312175481
2,109,6.1,2.5,0,0.5159614483817734,2.0120104226974274,5.1567004954718865
2,110,5.1,2.0,0,0.6758378183830459,0.9066396554599885,4.03875723459581
2,111,5.3,1.9,0,0.5106963978831349,1.018212831197148,4.179229594075922
2,112,5.5,2.1,0,0.26762216205243683,1.2912139869482138,4.4432825703526895
2,113,5.0,2.0,0,0.7747711083089429,0.8318626478287189,3.9489188393786976
2,114,5.1,2.4,0,0.7296796779631669,1.2012276411259388,4.22785524823166
2,115,5.3,2.3,0,0.5064449491173599,1.256069166314854,4.353063289225186
2,116,5.5,1.8,0,0.406035546307049,1.1625486116186354,4.326703132871494
2,117,6.7,2.2,0,0.9372184261837695,2.4274413804104102,5.590595674881166
2,118,6.9,2.3,0,1.14903014332535,2.649096025169132,5.8129820230239835
2,119,5.0,1.5,1,0.9775866589083919,0.6048181451164731,3.753659547694756
2,120,5.7,2.3,0,0.20599134067341832,1.5677084392727152,4.70951802204854
2,121,4.9,2.0,1,0.8739472431352938,0.7628862725548334,3.8595802880624213
2,122,6.7,2.0,0,0.9383712168116325,2.3710747488960795,5.523871830518879
2,123,4.9,1.8,1,0.9197531983885363,0.6257150105091113,3.7728980903279115
2,124,5.7,2.1,0,0.06778343894045466,1.4653441780314627,4.625792905005583
2,125,6.0,1.8,0,0.3837933002246102,1.643629907970896,4.796703034376842
2,126,4.8,1.8,1,1.0146228163507147,0.5491077074458314,3.6820048886442285
2,127,4.9,1.8,1,0.9197531983885363,0.6257150105091113,3.7728980903279115
2,128,5.6,2.1,0,0.16765472885698057,1.3774010164402746,4.534353316626308
2,129,5.8,1.6,0,0.5064449491173607,1.4110432608181172,4.544398750109853
2,130,6.1,1.9,0,0.39077193182558984,1.7654340456710667,4.924099917751467
2,131,6.4,2.0,0,0.6411560504908953,2.081344629044553,5.240263352160844
2,132,5.6,2.2,0,0.19242408120354043,1.4291506762160513,4.576151221277549
2,133,5.1,1.5,1,0.9012004006668883,0.7041342121088355,3.8480592511030802
2,134,5.6,1.4,0,0.7250349478995304,1.200236182350805,4.295900371284231
2,135,6.1,2.3,0,0.3851991411963159,1.9125139870251644,5.072470798338814
2,136,5.6,2.4,0,0.33891719470228215,1.546915591040761,4.665057341555407
2,137,5.5,1.8,0,0.406035546307049,1.1625486116186354,4.326703132871494
2,138,4.8,1.8,1,1.0146228163507147,0.5491077074458314,3.6820048886442285
2,139,5.4,2.1,0,0.36760731104690186,1.207159293585856,4.352603818405714
2,140,5.6,2.4,0,0.33891719470228215,1.546915591040761,4.665057341555407
2,141,5.1,2.3,0,0.6953513597552765,1.1214765938560163,4.177793676092681
2,142,5.1,1.9,0,0.698453890989116,0.8466152429613533,3.9963433285942784
2,143,5.9,2.3,0,0.23538352832219595,1.7371556494934164,4.890271976076587
2,144,5.7,2.5,0,0.4003376952902017,1.6876569381965885,4.800120831812466
2,145,5.2,2.3,0,0.5999999999999984,1.1864694478017093,4.265156503576392
2,146,5.0,1.9,1,0.7945762086492073,0.766000894003729,3.905529413536659
2,147,5.2,2.0,0,0.5772722436106218,0.9858983035042749,4.129062847668948
2,148,5.4,2.3,0,0.4159001959280274,1.3295524625101836,4.4414817347367315
2,149,5.1,1.8,0,0.73411097180121,0.7946818699180297,3.956003033365874
3,0,1.4,0.2,2,4.695168197428242,3.1854749708642935,0.07720103626247529
3,1,1.4,0.2,2,4.695168197428242,3.1854749708642935,0.07720103626247529
3,2,1.3,0.2,2,4.786920137430911,3.2784292348058988,0.16840427548016718
3,3,1.5,0.2,2,4.603759811517275,3.092960286259064,0.059665735560704994
3,4,1.4,0.2,2,4.695168197428242,3.1854749708642935,0.07720103626247529
3,5,1.7,0.4,2,4.3405596483262565,2.83338988627227,0.2834783942384321
3,6,1.4,0.3,2,4.655913576454128,3.1494357756996902,0.08221921916437812
3,7,1.5,0.2,2,4.603759811517275,3.092960286259064,0.059665735560704994
3,8,1.4,0.2,2,4.695168197428242,3.1854749708642935,0.07720103626247529
3,9,1.5,0.1,2,4.645608417944121,3.132843503452018,0.15086417732516874
3,10,1.5,0.2,2,4.603759811517275,3.092960286259064,0.059665735560704994
3,11,1.6,0.2,2,4.512715856570362,3.0009258362626414,0.14546477236774533
3,12,1.4,0.1,2,4.7362091985968355,3.224213993324363,0.15861904047118683
3,13,1.1,0.1,2,5.010157439928738,3.5011567013817007,0.3903331910048133
3,14,1.2,0.2,2,4.878996249449427,3.371786722978947,0.26600751869073197
3,15,1.5,0.4,2,4.525534008344005,3.0215547592066287,0.15861904047118688
3,16,1.3,0.4,2,4.711736204487488,3.211150584780861,0.22351733713517632
3,17,1.4,0.3,2,4.655913576454128,3.1494357756996902,0.08221921916437812
3,18,1.7,0.3,2,4.380357431923777,2.8699134712349346,0.2440491753725054
3,19,1.5,0.3,2,4.5637190131963505,3.055830205955493,0.06603029607687666
3,20,1.7,0.2,2,4.422058842003527,2.909417195439924,0.24240462041801075
3,21,1.5,0.4,2,4.525534008344005,3.0215547592066287,0.15861904047118688
3,22,1.0,0.2,2,5.064050197435011,3.559584332546617,0.46428439560252305
3,23,1.7,0.5,2,4.302718314036657,2.7999630645571427,0.3480804504708645
3,24,1.9,0.2,2,4.242004762154514,2.7281886851659065,0.4404089009091435
3,25,1.6,0.2,2,4.512715856570362,3.0009258362626414,0.14546477236774533
3,26,1.6,0.4,2,4.432883718379963,2.9272761580105673,0.20678491240900532
3,27,1.5,0.2,2,4.603759811517275,3.092960286259064,0.059665735560704994
3,28,1.4,0.2,2,4.695168197428242,3.1854749708642935,0.07720103626247529
3,29,1.6,0.2,2,4.512715856570362,3.0009258362626414,0.14546477236774533
3,30,1.6,0.2,2,4.512715856570362,3.0009258362626414,0.14546477236774533
3,31,1.5,0.4,2,4.525534008344005,3.0215547592066287,0.15861904047118688
3,32,1.5,0.1,2,4.645608417944121,3.132843503452018,0.15086417732516874
3,33,1.4,0.2,2,4.695168197428242,3.1854749708642935,0.07720103626247529
3,34,1.5,0.2,2,4.603759811517275,3.092960286259064,0.059665735560704994
3,35,1.2,0.2,2,4.878996249449427,3.371786722978947,0.26600751869073197
3,36,1.3,0.2,2,4.786920137430911,3.2784292348058988,0.16840427548016718
3,37,1.4,0.1,2,4.7362091985968355,3.224213993324363,0.15861904047118683
3,38,1.3,0.2,2,4.786920137430911,3.2784292348058988,0.16840427548016718
3,39,1.5,0.2,2,4.603759811517275,3.092960286259064,0.059665735560704994
3,40,1.3,0.3,2,4.748424078724422,3.243423062581295,0.17076299364909264
3,41,1.3,0.3,2,4.748424078724422,3.243423062581295,0.17076299364909264
3,42,1.3,0.2,2,4.786920137430911,3.2784292348058988,0.16840427548016718
3,43,1.6,0.6,2,4.360769624643654,2.8657172811995224,0.37994736477570157
3,44,1.9,0.4,2,4.15697703393682,2.6469611505225674,0.4642843956025227
3,45,1.4,0.3,2,4.655913576454128,3.1494357756996902,0.08221921916437812
3,46,1.6,0.2,2,4.512715856570362,3.0009258362626414,0.14546477236774533
3,47,1.4,0.2,2,4.695168197428242,3.1854749708642935,0.07720103626247529
3,48,1.5,0.2,2,4.603759811517275,3.092960286259064,0.059665735560704994
